cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0014HS0031CN000695P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",Unless of course we are already awake and recognise that the winners are those of us that can embrace respect tolerance and merit.,Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0031CN000696,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","The media scapegoats Muslims and encourages division. When will YOU wake up and see you have been misled by institutions creating an 'us' and 'them' divide, demonising Muslims to detract attention from bigger societal issues.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
ENT1ST0014HS0031CN000696P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","The media scapegoats Muslims and encourages division. When will YOU wake up and see you have been misled by institutions creating an 'us' and 'them' divide, demonising Muslims to detract attention from bigger societal issues.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
ENT1ST0014HS0031CN000696P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","The media scapegoats Muslims and encourages division. When will YOU wake up and see you have been misled by institutions creating an 'us' and 'them' divide, demonising Muslims to detract attention from bigger societal issues.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
ENT1ST0014HS0031CN000697,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture.",Islamophobia,generic,facts,24.0,female,Bachelor
ENT1ST0014HS0031CN000697P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture.",Islamophobia,generic,facts,24.0,female,Bachelor
ENT1ST0014HS0031CN000697P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture.",Islamophobia,generic,facts,24.0,female,Bachelor
ENT1ST0014HS0031CN000698,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","I am not sure what you think the West will be the 'winner' of. Islam isn't in competition with Western culture, and the idea it threatens it is a myth spread to incite fear.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
ENT1ST0014HS0031CN000698P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","I am not sure what you think the West will be the 'winner' of. Islam isn't in competition with Western culture, and the idea it threatens it is a myth spread to incite fear.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
ENT1ST0014HS0031CN000698P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","I am not sure what you think the West will be the 'winner' of. Islam isn't in competition with Western culture, and the idea it threatens it is a myth spread to incite fear.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
ENT1ST0014HS0041CN000758,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,"Raise your voice in celebration! They bring so much to share, skills, tolerance and love - do not believe the hate mongers.",Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0041CN000758P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,"Raise your voice in celebration! They bring so much to share, skills, tolerance and love - do not believe the hate mongers.",Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0041CN000758P2,"Islam - if we do not speak now, in a short time our words will be useless.","Raise your voice in celebration! They bring so much to share, skills, tolerance and love - do not believe the hate mongers.",Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0041CN000759,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,Sorry I think your a couple millennia too late.,Islamophobia,generic,humor,25.0,female,Master
ENT1ST0014HS0041CN000759P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,Sorry I think your a couple millennia too late.,Islamophobia,generic,humor,25.0,female,Master
ENT1ST0014HS0041CN000759P2,"Islam - if we do not speak now, in a short time our words will be useless.",Sorry I think your a couple millennia too late.,Islamophobia,generic,humor,25.0,female,Master
ENT1ST0014HS0041CN000760,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,"Or just maybe, the silence is because there is only a tiny number of people that agree with you.",Islamophobia,generic,"denouncing , humor",50.0,male,Bachelor
ENT1ST0014HS0041CN000760P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,"Or just maybe, the silence is because there is only a tiny number of people that agree with you.",Islamophobia,generic,"denouncing , humor",50.0,male,Bachelor
ENT1ST0014HS0041CN000760P2,"Islam - if we do not speak now, in a short time our words will be useless.","Or just maybe, the silence is because there is only a tiny number of people that agree with you.",Islamophobia,generic,"denouncing , humor",50.0,male,Bachelor
ENT1ST0014HS0041CN000761,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,Christianity and Islam are united in preaching love and leaving judgment to God / Allah what are you preaching?,Islamophobia,generic,"facts , question",50.0,male,Bachelor
ENT1ST0014HS0041CN000761P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,Christianity and Islam are united in preaching love and leaving judgment to God / Allah what are you preaching?,Islamophobia,generic,"facts , question",50.0,male,Bachelor
ENT1ST0014HS0041CN000761P2,"Islam - if we do not speak now, in a short time our words will be useless.",Christianity and Islam are united in preaching love and leaving judgment to God / Allah what are you preaching?,Islamophobia,generic,"facts , question",50.0,male,Bachelor
ENT1ST0014HS0041CN000762,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,There is nothing to raise your voice to. Have you ever spoken to your local Muslim community?,Islamophobia,generic,question,25.0,male,Master
ENT1ST0014HS0041CN000762P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,There is nothing to raise your voice to. Have you ever spoken to your local Muslim community?,Islamophobia,generic,question,25.0,male,Master
ENT1ST0014HS0041CN000762P2,"Islam - if we do not speak now, in a short time our words will be useless.",There is nothing to raise your voice to. Have you ever spoken to your local Muslim community?,Islamophobia,generic,question,25.0,male,Master
ENT1ST0014HS0041CN000763,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,"You are right, if you experience hate in any form, report it.",Islamophobia,generic,"facts , humor",25.0,female,Master
ENT1ST0014HS0041CN000763P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,"You are right, if you experience hate in any form, report it.",Islamophobia,generic,"facts , humor",25.0,female,Master
ENT1ST0014HS0041CN000763P2,"Islam - if we do not speak now, in a short time our words will be useless.","You are right, if you experience hate in any form, report it.",Islamophobia,generic,"facts , humor",25.0,female,Master
ENT1ST0014HS0041CN000764,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,After tolerance comes acceptance - after acceptance comes love - we are halfway there! Christianity and Islam are united in preaching love now that is something to shout about.,Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0041CN000764P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,After tolerance comes acceptance - after acceptance comes love - we are halfway there! Christianity and Islam are united in preaching love now that is something to shout about.,Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0041CN000764P2,"Islam - if we do not speak now, in a short time our words will be useless.",After tolerance comes acceptance - after acceptance comes love - we are halfway there! Christianity and Islam are united in preaching love now that is something to shout about.,Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0041CN000765,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,Islam - Silence is tacit acceptance. Raise your voice against Islamophobia!,Islamophobia,generic,"denouncing , humor",50.0,male,Bachelor
ENT1ST0014HS0041CN000765P1,If we do not stand up against Islam they will consider our silence as a way of acceptance!,Islam - Silence is tacit acceptance. Raise your voice against Islamophobia!,Islamophobia,generic,"denouncing , humor",50.0,male,Bachelor
ENT1ST0014HS0041CN000765P2,"Islam - if we do not speak now, in a short time our words will be useless.",Islam - Silence is tacit acceptance. Raise your voice against Islamophobia!,Islamophobia,generic,"denouncing , humor",50.0,male,Bachelor
ENT1ST0014HS0047CN000870,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"That sounds very extreme, remind me again which group is the violent dangerous one?",Islamophobia,generic,"humor , hypocrisy",22.0,female,Master
ENT1ST0014HS0047CN000870P1,"We need to kill Muslims, otherwise, they will make us explode!","That sounds very extreme, remind me again which group is the violent dangerous one?",Islamophobia,generic,"humor , hypocrisy",22.0,female,Master
ENT1ST0014HS0047CN000870P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","That sounds very extreme, remind me again which group is the violent dangerous one?",Islamophobia,generic,"humor , hypocrisy",22.0,female,Master
ENT1ST0014HS0047CN000871,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Don't believe biased media coverage about all Muslims being terrorists, the vast majority of Muslims condemn these people. The world is a much better place than what is portrayed in the news.",Islamophobia,generic,facts,21.0,female,Master
ENT1ST0014HS0047CN000871P1,"We need to kill Muslims, otherwise, they will make us explode!","Don't believe biased media coverage about all Muslims being terrorists, the vast majority of Muslims condemn these people. The world is a much better place than what is portrayed in the news.",Islamophobia,generic,facts,21.0,female,Master
ENT1ST0014HS0047CN000871P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Don't believe biased media coverage about all Muslims being terrorists, the vast majority of Muslims condemn these people. The world is a much better place than what is portrayed in the news.",Islamophobia,generic,facts,21.0,female,Master
ENT1ST0014HS0047CN000872,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,The 100 million pounds they donated to charity on Ramadan must be part of that evil plan to blow everyone up.,Islamophobia,generic,"facts , humor",22.0,female,Master
ENT1ST0014HS0047CN000872P1,"We need to kill Muslims, otherwise, they will make us explode!",The 100 million pounds they donated to charity on Ramadan must be part of that evil plan to blow everyone up.,Islamophobia,generic,"facts , humor",22.0,female,Master
ENT1ST0014HS0047CN000872P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",The 100 million pounds they donated to charity on Ramadan must be part of that evil plan to blow everyone up.,Islamophobia,generic,"facts , humor",22.0,female,Master
ENT1ST0014HS0047CN000873,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Right-wing terrorism, especially terrorist activities perpetrated by the far-right are greater in number (in the US) than those motivated by Islamic extremism.",Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0047CN000873P1,"We need to kill Muslims, otherwise, they will make us explode!","Right-wing terrorism, especially terrorist activities perpetrated by the far-right are greater in number (in the US) than those motivated by Islamic extremism.",Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0047CN000873P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Right-wing terrorism, especially terrorist activities perpetrated by the far-right are greater in number (in the US) than those motivated by Islamic extremism.",Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0047CN000875,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Holocaust mk 2? Are you really that person?,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0047CN000875P1,"We need to kill Muslims, otherwise, they will make us explode!",Holocaust mk 2? Are you really that person?,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0047CN000875P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Holocaust mk 2? Are you really that person?,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0047CN000876,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Last time I heard Muslims came into Europe to help rebuild it after WW2 when Europeans blew each other up.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000876P1,"We need to kill Muslims, otherwise, they will make us explode!",Last time I heard Muslims came into Europe to help rebuild it after WW2 when Europeans blew each other up.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000876P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Last time I heard Muslims came into Europe to help rebuild it after WW2 when Europeans blew each other up.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000877,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Terrorism is not confined to one particular religion.,Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0047CN000877P1,"We need to kill Muslims, otherwise, they will make us explode!",Terrorism is not confined to one particular religion.,Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0047CN000877P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Terrorism is not confined to one particular religion.,Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0047CN000879,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Think you are digging yourself into a bit of a hole there.,Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000879P1,"We need to kill Muslims, otherwise, they will make us explode!",Think you are digging yourself into a bit of a hole there.,Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000879P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Think you are digging yourself into a bit of a hole there.,Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000880,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Should we 'put all Christians in a hole in the ground' to punish the minority who carry out terror attacks in the name of their faith? Or would that be a disproportionate response to the actions of a minority?,Islamophobia,generic,hypocrisy,25.0,female,Bachelor
ENT1ST0014HS0047CN000880P1,"We need to kill Muslims, otherwise, they will make us explode!",Should we 'put all Christians in a hole in the ground' to punish the minority who carry out terror attacks in the name of their faith? Or would that be a disproportionate response to the actions of a minority?,Islamophobia,generic,hypocrisy,25.0,female,Bachelor
ENT1ST0014HS0047CN000880P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Should we 'put all Christians in a hole in the ground' to punish the minority who carry out terror attacks in the name of their faith? Or would that be a disproportionate response to the actions of a minority?,Islamophobia,generic,hypocrisy,25.0,female,Bachelor
ENT1ST0014HS0047CN000881,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Far right terrorism has been identified as the biggest terrorist threat by US and UK intelligence agencies. Are you sure it is Muslims we need to be worried about?,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000881P1,"We need to kill Muslims, otherwise, they will make us explode!",Far right terrorism has been identified as the biggest terrorist threat by US and UK intelligence agencies. Are you sure it is Muslims we need to be worried about?,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000881P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Far right terrorism has been identified as the biggest terrorist threat by US and UK intelligence agencies. Are you sure it is Muslims we need to be worried about?,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000882,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Why are you blaming an entire community for the actions of a few? And, most importantly, violence does not solve anything.",Islamophobia,generic,denouncing,26.0,female,Bachelor
ENT1ST0014HS0047CN000882P1,"We need to kill Muslims, otherwise, they will make us explode!","Why are you blaming an entire community for the actions of a few? And, most importantly, violence does not solve anything.",Islamophobia,generic,denouncing,26.0,female,Bachelor
ENT1ST0014HS0047CN000882P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Why are you blaming an entire community for the actions of a few? And, most importantly, violence does not solve anything.",Islamophobia,generic,denouncing,26.0,female,Bachelor
ENT1ST0014HS0047CN000883,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,An eye for an eye makes the whole world blind.,Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0047CN000883P1,"We need to kill Muslims, otherwise, they will make us explode!",An eye for an eye makes the whole world blind.,Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0047CN000883P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",An eye for an eye makes the whole world blind.,Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0047CN000884,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Far-right extremism has been named by the government as the biggest terrorist threat to the UK. These are the people you should be looking out for not, Muslims.",Islamophobia,generic,"facts , hypocrisy",21.0,female,Master
ENT1ST0014HS0047CN000884P1,"We need to kill Muslims, otherwise, they will make us explode!","Far-right extremism has been named by the government as the biggest terrorist threat to the UK. These are the people you should be looking out for not, Muslims.",Islamophobia,generic,"facts , hypocrisy",21.0,female,Master
ENT1ST0014HS0047CN000884P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Far-right extremism has been named by the government as the biggest terrorist threat to the UK. These are the people you should be looking out for not, Muslims.",Islamophobia,generic,"facts , hypocrisy",21.0,female,Master
ENT1ST0014HS0047CN000885,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,How can you say this about people who do not have anything at all to do with those terror attacks?,Islamophobia,generic,denouncing,26.0,female,Bachelor
ENT1ST0014HS0047CN000885P1,"We need to kill Muslims, otherwise, they will make us explode!",How can you say this about people who do not have anything at all to do with those terror attacks?,Islamophobia,generic,denouncing,26.0,female,Bachelor
ENT1ST0014HS0047CN000885P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",How can you say this about people who do not have anything at all to do with those terror attacks?,Islamophobia,generic,denouncing,26.0,female,Bachelor
ENT1ST0014HS0047CN000886,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Dig a hole, build a wall, get your act together guys.",Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000886P1,"We need to kill Muslims, otherwise, they will make us explode!","Dig a hole, build a wall, get your act together guys.",Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000886P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Dig a hole, build a wall, get your act together guys.",Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000887,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Or let's not. Let's stop fueling the war that brings more refugees here and integrate those that are here. Most people want a quiet happy life what ever their faith.,Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0047CN000887P1,"We need to kill Muslims, otherwise, they will make us explode!",Or let's not. Let's stop fueling the war that brings more refugees here and integrate those that are here. Most people want a quiet happy life what ever their faith.,Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0047CN000887P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Or let's not. Let's stop fueling the war that brings more refugees here and integrate those that are here. Most people want a quiet happy life what ever their faith.,Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0047CN000888,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Violent extremism is terrible. It is a shame Muslims have to put up with it.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000888P1,"We need to kill Muslims, otherwise, they will make us explode!",Violent extremism is terrible. It is a shame Muslims have to put up with it.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000888P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Violent extremism is terrible. It is a shame Muslims have to put up with it.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0047CN000889,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,The West continually bombs Middle Eastern and Muslim countries. Maybe we should stop blowing people up.,Islamophobia,generic,"facts , hypocrisy",21.0,female,Master
ENT1ST0014HS0047CN000889P1,"We need to kill Muslims, otherwise, they will make us explode!",The West continually bombs Middle Eastern and Muslim countries. Maybe we should stop blowing people up.,Islamophobia,generic,"facts , hypocrisy",21.0,female,Master
ENT1ST0014HS0047CN000889P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",The West continually bombs Middle Eastern and Muslim countries. Maybe we should stop blowing people up.,Islamophobia,generic,"facts , hypocrisy",21.0,female,Master
ENT1ST0014HS0047CN000890,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,You start digging if that keeps you happy.,Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000890P1,"We need to kill Muslims, otherwise, they will make us explode!",You start digging if that keeps you happy.,Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000890P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",You start digging if that keeps you happy.,Islamophobia,generic,humor,50.0,male,Bachelor
ENT1ST0014HS0047CN000891,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,How can you say this about 1.6 billion people?,Islamophobia,generic,denouncing,25.0,male,Master
ENT1ST0014HS0047CN000891P1,"We need to kill Muslims, otherwise, they will make us explode!",How can you say this about 1.6 billion people?,Islamophobia,generic,denouncing,25.0,male,Master
ENT1ST0014HS0047CN000891P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",How can you say this about 1.6 billion people?,Islamophobia,generic,denouncing,25.0,male,Master
ENT1ST0014HS0047CN000892,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"More people die in road accidents, maybe we should put the drivers in there too?",Islamophobia,generic,"humor , hypocrisy",50.0,male,Bachelor
ENT1ST0014HS0047CN000892P1,"We need to kill Muslims, otherwise, they will make us explode!","More people die in road accidents, maybe we should put the drivers in there too?",Islamophobia,generic,"humor , hypocrisy",50.0,male,Bachelor
ENT1ST0014HS0047CN000892P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","More people die in road accidents, maybe we should put the drivers in there too?",Islamophobia,generic,"humor , hypocrisy",50.0,male,Bachelor
ENT1ST0014HS0047CN000893,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",Islamophobia,generic,hypocrisy,50.0,male,Bachelor
ENT1ST0014HS0047CN000893P1,"We need to kill Muslims, otherwise, they will make us explode!","And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",Islamophobia,generic,hypocrisy,50.0,male,Bachelor
ENT1ST0014HS0047CN000893P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",Islamophobia,generic,hypocrisy,50.0,male,Bachelor
ENT1ST0014HS0047CN000894,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0047CN000894P1,"We need to kill Muslims, otherwise, they will make us explode!","Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0047CN000894P2,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000635,Muslims have no place in civilised Europe.,Mindless Hate has no place in civilised Europe.,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0052CN000635P2,Muslims are not civilised and Europe does not want them.,Mindless Hate has no place in civilised Europe.,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0052CN000636,Muslims have no place in civilised Europe.,All peoples have a place in every part of the world.,Islamophobia,generic,positive,25.0,male,Master
ENT1ST0014HS0052CN000636P2,Muslims are not civilised and Europe does not want them.,All peoples have a place in every part of the world.,Islamophobia,generic,positive,25.0,male,Master
ENT1ST0014HS0052CN000637,Muslims have no place in civilised Europe.,A 'civilised Europe' would never ban a group based on their religious belief; Islamophobic sentiment such as this is the antithesis of civilised.,Islamophobia,generic,denouncing,25.0,female,Bachelor
ENT1ST0014HS0052CN000637P2,Muslims are not civilised and Europe does not want them.,A 'civilised Europe' would never ban a group based on their religious belief; Islamophobic sentiment such as this is the antithesis of civilised.,Islamophobia,generic,denouncing,25.0,female,Bachelor
ENT1ST0014HS0052CN000638,Muslims have no place in civilised Europe.,Why? What makes you say this? How are muslims 'uncivilised'?,Islamophobia,generic,question,25.0,male,Master
ENT1ST0014HS0052CN000638P2,Muslims are not civilised and Europe does not want them.,Why? What makes you say this? How are muslims 'uncivilised'?,Islamophobia,generic,question,25.0,male,Master
ENT1ST0014HS0052CN000639,Muslims have no place in civilised Europe.,"Shall we also ban coffee, paper, guitar, the English language, algebra, vaccinations against disease, canals, hospitals, the numeric system and every other contribution to 'civilised Europe' from the Islamic world?",Islamophobia,generic,hypocrisy,25.0,female,Bachelor
ENT1ST0014HS0052CN000639P2,Muslims are not civilised and Europe does not want them.,"Shall we also ban coffee, paper, guitar, the English language, algebra, vaccinations against disease, canals, hospitals, the numeric system and every other contribution to 'civilised Europe' from the Islamic world?",Islamophobia,generic,hypocrisy,25.0,female,Bachelor
ENT1ST0014HS0052CN000640,Muslims have no place in civilised Europe.,They are here because 'civilised' crusaders first went there and more came later we invited them over to rebuild the our civilsation after the war.,Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0052CN000640P2,Muslims are not civilised and Europe does not want them.,They are here because 'civilised' crusaders first went there and more came later we invited them over to rebuild the our civilsation after the war.,Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0052CN000641,Muslims have no place in civilised Europe.,"So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000641P2,Muslims are not civilised and Europe does not want them.,"So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000642,Muslims have no place in civilised Europe.,What is wrong with Muslims living in Europe?,Islamophobia,generic,question,26.0,female,Bachelor
ENT1ST0014HS0052CN000642P2,Muslims are not civilised and Europe does not want them.,What is wrong with Muslims living in Europe?,Islamophobia,generic,question,26.0,female,Bachelor
ENT1ST0014HS0052CN000643,Muslims have no place in civilised Europe.,Do people who make such sweeping statements based on hate and ignorance belong in our civilisation then?,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0052CN000643P2,Muslims are not civilised and Europe does not want them.,Do people who make such sweeping statements based on hate and ignorance belong in our civilisation then?,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0052CN000644,Muslims have no place in civilised Europe.,"Is it civilised to think that millions of people from different countries, cultures, and traditions and branches of Islam? Would you think that about any other religion?",Islamophobia,generic,"denouncing , hypocrisy",50.0,male,Bachelor
ENT1ST0014HS0052CN000644P2,Muslims are not civilised and Europe does not want them.,"Is it civilised to think that millions of people from different countries, cultures, and traditions and branches of Islam? Would you think that about any other religion?",Islamophobia,generic,"denouncing , hypocrisy",50.0,male,Bachelor
